Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","Pulseiras Diversos",5333936,"0003029343","Pulseira",8,"","Cor: Preto e Prata
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 1
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029343.jpg","PulseiraTecid03029343.jpg","PulseiraTecid03029343M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333937,"0003029344","Pulseira",8,"","Cor: Marrom e Dourado
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 1
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,807,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029344.jpg","PulseiraTecid03029344.jpg","PulseiraTecid03029344M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333938,"0003029345","Pulseira",8,"","Cor: Preto e Grafite
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 1
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029345.jpg","PulseiraTecid03029345.jpg","PulseiraTecid03029345M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333939,"0003029342","Pulseira",8,"","Cor: Preto e Grafite
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029342.jpg","PulseiraTecid03029342.jpg","PulseiraTecid03029342M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333940,"0003029340","Pulseira",8,"","Cor: Preto e Prata
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029340.jpg","PulseiraTecid03029340.jpg","PulseiraTecid03029340M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333941,"0003029341","Pulseira",8,"","Cor: Marrom e Dourado  
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,807,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029341.jpg","PulseiraTecid03029341.jpg","PulseiraTecid03029341M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333942,"0003029335","Pulseira",8,"","Cor: Marrom e Dourado  
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2.5
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,807,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029335.jpg","PulseiraTecid03029335.jpg","PulseiraTecid03029335M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333943,"0003029336","Pulseira",8,"","Cor: Preto e Grafite
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2.5
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,6,0,True,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029336.jpg","PulseiraTecid03029336.jpg","PulseiraTecid03029336M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333944,"0003029334","Pulseira",8,"","Cor: Preto e Prata
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2.5
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029334.jpg","PulseiraTecid03029334.jpg","PulseiraTecid03029334M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333945,"0003029339","Pulseira",8,"","Cor: Preto e Grafite
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2.3
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029339.jpg","PulseiraTecid03029339.jpg","PulseiraTecid03029339M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333946,"0003029337","Pulseira",8,"","Cor: Preto e Prata
Material: Tecido e Metal
Pulseira Ajustável
Medidas do Produto(cm)
Largura 11
Altura 2.3
Profundidade 1.2
Peso: 8g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,817,0,4.9,0,0,0,,,False,False,"PulseiraTecid03029337.jpg","PulseiraTecid03029337.jpg","PulseiraTecid03029337M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333951,"0003029356","Pulseira",32,"","Cor: Dourado Envelhecido e Azul
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 32g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3207,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029356.jpg","PulseiraDiver03029356.jpg","PulseiraDiver03029356M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333953,"0003029357","Pulseira",32,"","Cor: Dourado Envelhecido e Verde
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 32g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3207,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029357.jpg","PulseiraDiver03029357.jpg","PulseiraDiver03029357M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333954,"0003029353","Pulseira",32,"","Cor: Prata e Branco
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 32g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3207,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029353.jpg","PulseiraDiver03029353.jpg","PulseiraDiver03029353M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333956,"0003029354","Pulseira",32,"","Cor: Prata e Vermelha
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 32g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,2,0,True,3107,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029354.jpg","PulseiraDiver03029354.jpg","PulseiraDiver03029354M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333959,"0003029355","Pulseira",32,"","Cor: Prata e Preto
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 32g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3207,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029355.jpg","PulseiraDiver03029355.jpg","PulseiraDiver03029355M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333964,"0003029365","Pulseira",30,"","Cor: Dourado Envelhecido e Verde
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 30g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3007,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029365.jpg","PulseiraDiver03029365.jpg","PulseiraDiver03029365M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333966,"0003029364","Pulseira",30,"","Cor: Dourado Envelhecido e Azul
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 30g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3007,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029364.jpg","PulseiraDiver03029364.jpg","PulseiraDiver03029364M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333967,"0003029363","Pulseira",30,"","Cor: Dourado Envelhecido e Azul
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 30g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3007,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029363.jpg","PulseiraDiver03029363.jpg","PulseiraDiver03029363M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333968,"0003029361","Pulseira",30,"","Cor: Prata e Vermelho
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 30g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3007,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029361.jpg","PulseiraDiver03029361.jpg","PulseiraDiver03029361M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333969,"0003029362","Pulseira",30,"","Cor: Prata e Preto
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 30g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,3007,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029362.jpg","PulseiraDiver03029362.jpg","PulseiraDiver03029362M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5333970,"0003029360","Pulseira",30,"","Cor: Prata e Branco
Material: Metal, Cristal e Courino
Pingente Sortido
Medidas do Produto(cm)
Largura 2.5
Altura 19
Profundidade 1.5
Peso: 30g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,4,0,True,6007,0,6.9,0,0,0,,,False,False,"PulseiraDiver03029360.jpg","PulseiraDiver03029360.jpg","PulseiraDiver03029360M.jpg","","","","","","","",61,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335314,"0003029385","Pulseira",22,"","Cor: Branco
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2205,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029385.jpg","PulseiraDiver03029385.jpg","PulseiraDiver03029385M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335316,"0003029390","Pulseira",22,"","Cor: Preto
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2217,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029390.jpg","PulseiraDiver03029390.jpg","PulseiraDiver03029390M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335317,"0003029386","Pulseira",22,"","Cor: Vermelho
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,2,0,True,2223,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029386.jpg","PulseiraDiver03029386.jpg","PulseiraDiver03029386M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335318,"0003029387","Pulseira",22,"","Cor: Azul
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,3,0,True,2202,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029387.jpg","PulseiraDiver03029387.jpg","PulseiraDiver03029387M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335319,"0003029389","Pulseira",22,"","Cor: Grafite
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,3,0,True,2209,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029389.jpg","PulseiraDiver03029389.jpg","PulseiraDiver03029389M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335320,"0003029388","Pulseira",22,"","Cor: Dourado
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2208,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029388.jpg","PulseiraDiver03029388.jpg","PulseiraDiver03029388M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335321,"0003029373","Pulseira",22,"","Cor: Azul
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2202,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029373.jpg","PulseiraDiver03029373.jpg","PulseiraDiver03029373M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335331,"0003029376","Pulseira",22,"","Cor: Grafite
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,2,0,True,2209,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029376.jpg","PulseiraDiver03029376.jpg","PulseiraDiver03029376M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335350,"0003029372","Pulseira",22,"","Cor: Vermelho
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,1,0,True,2223,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029372.jpg","PulseiraDiver03029372.jpg","PulseiraDiver03029372M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335364,"0003029377","Pulseira",22,"","Cor: Preto
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,7,0,True,2217,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029377.jpg","PulseiraDiver03029377.jpg","PulseiraDiver03029377M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335365,"0003029374","Pulseira",22,"","Cor: Prata
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2216,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029374.jpg","PulseiraDiver03029374.jpg","PulseiraDiver03029374M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335375,"0003029378","Pulseira",22,"","Cor: Bege
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2203,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029378.jpg","PulseiraDiver03029378.jpg","PulseiraDiver03029378M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335376,"0003029375","Pulseira",22,"","Cor: Bege
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2
Profundidade 0.5
Peso: 22g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2203,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029375.jpg","PulseiraDiver03029375.jpg","PulseiraDiver03029375M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335378,"0003029380","Pulseira",26,"","Cor: Vermelho
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2.8
Profundidade 0.5
Peso: 26g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,5,0,True,2623,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029380.jpg","PulseiraDiver03029380.jpg","PulseiraDiver03029380M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335384,"0003029384","Pulseira",26,"","Cor: Preto
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2.8
Profundidade 0.5
Peso: 26g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,16,0,True,2617,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029384.jpg","PulseiraDiver03029384.jpg","PulseiraDiver03029384M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335385,"0003029382","Pulseira",26,"","Cor: Bege
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2.8
Profundidade 0.5
Peso: 26g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2603,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029382.jpg","PulseiraDiver03029382.jpg","PulseiraDiver03029382M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5335386,"0003029379","Pulseira",26,"","Cor: Branco
Material: Metal,Strass e Courino
Medidas do Produto(cm)
Largura 20.7
Altura 2.8
Profundidade 0.5
Peso: 26g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,0,0,False,2605,0,9.9,0,0,0,,,False,False,"PulseiraDiver03029379.jpg","PulseiraDiver03029379.jpg","PulseiraDiver03029379M.jpg","","","","","","","",62,,642,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
"A","Pulseiras Diversos",5367683,"0003029424","Pulseira",14,"","Cor: Bege
Material: Metal e Courino
Medidas do Produto(cm)
Largura 1.5
Altura 40.5
Profundidade 0.7
Peso: 14g

Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias","",False,14,0,True,1403,0,7.5,0,0,0,,,False,False,"PulseiraCour03029424.jpg","PulseiraCour03029424.jpg","PulseiraCour03029424M.jpg","","","","","","","",62,,644,"",,,0,,"","Pulseira, bijuterias, atacado de bijuterias, atacado de bijouterias, biju, biju, finas, bijuterias",0,0,,True,False,0,0,0,"","","","","","",""
